127.0.0.1 - - [29/Jan/2024:12:06:35 +0200] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:30 +0200] "GET /ProjectLibary/BooksServlet? HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:33 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 842
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:39 +0200] "POST /ProjectLibary/registration/controller/BooksServlet HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:46 +0200] "POST /ProjectLibary/registration/controller/BooksServlet HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:54 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 842
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:45:58 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:02 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 8360
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:06 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3394
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:10 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 842
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:13 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 8360
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:20 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 8027
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:21 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 7711
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:21 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 7396
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:21 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 7078
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:22 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 6759
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:22 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 6445
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:22 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 6133
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:22 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 5819
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:23 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 5505
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:25 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 5188
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:25 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:25 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 4561
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:25 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:26 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 3932
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:27 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 3614
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:28 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 3286
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:30 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:31 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:33 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 2341
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:46 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:50 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 1691
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:55 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:46:58 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:02 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 1136
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:21 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:25 +0200] "GET /ProjectLibary/ShowAllExistStudents? HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:28 +0200] "GET /ProjectLibary/BooksServlet? HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:31 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:35 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:43 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 2005
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:47:59 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:01 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:06 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=a&password=a&type=teacher HTTP/1.1" 200 3469
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:15 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:17 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3477
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:23 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:25 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=a&password=a&type=teacher HTTP/1.1" 200 3469
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:28 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:28 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:30 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:34 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:37 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3477
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:48 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:50 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:56 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:59 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3394
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:02 +0200] "POST /ProjectLibary/registration/controller/DeleteBookServlet HTTP/1.1" 200 3037
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:06 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 2005
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:10 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:07 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:13 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:16 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:40 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:47 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:49 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:51:46 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:51:47 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:51:50 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:51:53 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:10 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:15 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3132
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:17 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3134
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:19 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 749
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:22 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=Go+to+Main+Page... HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:26 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:32 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3134
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:39 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3132
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:52:42 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 749
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:12 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:15 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:17 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:21 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 500 2982
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:25 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 1363
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:43 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:46 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:28 +0200] "POST /ProjectLibary/registration/controller/BooksServlet HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:31 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3406
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:35 +0200] "POST /ProjectLibary/registration/controller/DeleteBookServlet HTTP/1.1" 200 3049
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:37 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:29 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:39 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3144
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:40 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:41 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:42 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 999
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:43 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=Go+to+Main+Page... HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:44 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:47 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=a&password=a&type=teacher HTTP/1.1" 200 2726
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:54 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3089
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:55 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3089
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:56 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3089
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:56 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3089
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:20 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:20 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:21 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:26 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:50 +0200] "GET /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:50 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:52 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:55 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2711
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:57 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2713
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:57 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2711
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:58 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2713
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:58 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2715
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:20 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:24 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2381
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:25 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2379
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:42 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:45 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3098
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:48 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3096
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:48 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3094
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:50 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3092
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:03:58 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=4&type=student HTTP/1.1" 200 996
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:04:05 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:04:08 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:04:11 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3497
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:10 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:13 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3497
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:18 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 999
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:28 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=q&password=q&type=student HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:31 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:33 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3092
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:53 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:57 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:05:58 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3004
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:00 +0200] "POST /ProjectLibary/registration/controller/DeleteBookServlet HTTP/1.1" 200 2641
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:02 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=Go+to+Main+Student+Page... HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:03 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:06 +0200] "GET /ProjectLibary/BooksServlet? HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:14 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:15 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 2641
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:19 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:22 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:29 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:32 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2742
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:42 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:46 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:51 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:06:54 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2742
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:07:39 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:07:44 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:07:53 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:07:55 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2742
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:01 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:03 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:04 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3144
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:09 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:12 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3137
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:17 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:24 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:08:30 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2748
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:26:54 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:30:55 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:30:57 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:30:58 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:30:58 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:31:00 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:31:02 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2760
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:31:03 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:31:05 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:32:41 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:32:46 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:34:31 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:34:33 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2797
